JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2456113.44734,10.896,0.017,,V,ATE,,117,98,7791AH,,0,3.607,Z,,9.795,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456113.45037,10.877,0.016,,V,ATE,,117,98,7791AH,,0,3.589,Z,,9.785,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456113.45344,10.884,0.024,,V,ATE,,117,98,7791AH,,0,3.575,Z,,9.794,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456113.78999,10.994,0.068,,V,HCW,,ENSEMBLE,106,8069DTU,,0,3.107,Z,,10.753,,NOVA SCO 2012,,STD,,,,
2456114.78653,12.330,0.067,,B,HCW,,ENSEMBLE,106,8086BPZ,,0,3.107,Z,,11.776,,NOVA SCO 2012,,STD,,,,
2456114.78744,11.131,0.025,,V,HCW,,ENSEMBLE,106,8086BPV,,0,3.107,Z,,10.739,,NOVA SCO 2012,,STD,,,,
2456115.45575,11.055,0.015,,V,ATE,,117,121,7791AH,,0,3.551,Z,,12.105,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456115.45959,11.051,0.005,,V,ATE,,117,121,7791AH,,0,3.547,Z,,12.100,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456115.46339,11.038,0.010,,V,ATE,,117,121,7791AH,,0,3.547,Z,,12.095,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456115.46716,11.036,0.014,,V,ATE,,117,121,7791AH,,0,3.552,Z,,12.087,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456115.47093,11.028,0.019,,V,ATE,,117,121,7791AH,,0,3.561,Z,,12.071,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456115.47469,11.020,0.011,,V,ATE,,117,121,7791AH,,0,3.574,Z,,12.064,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456115.47847,11.021,0.010,,V,ATE,,117,121,7791AH,,0,3.593,Z,,12.062,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456115.78374,11.295,0.045,,V,HCW,,ENSEMBLE,106,8095DCI,,0,3.107,Z,,10.613,,NOVA SCO 2012,,STD,,,,
2456116.77911,11.230,0.031,,V,HCW,,ENSEMBLE,106,8122PA,,0,3.107,Z,,10.719,,NOVA SCO 2012,,STD,,,,
2456116.78005,12.452,0.072,,B,HCW,,ENSEMBLE,106,8122PA,,0,3.107,Z,,11.751,,NOVA SCO 2012,,STD,,,,
2456117.44133,11.173,0.010,,V,ATE,,117,121,7791AH,,0,3.580,Z,,12.105,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456117.44366,11.175,0.005,,V,ATE,,117,121,7791AH,,0,3.570,Z,,12.105,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456117.44591,11.160,0.010,,V,ATE,,117,121,7791AH,,0,3.562,Z,,12.080,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456117.44817,11.152,0.018,,V,ATE,,117,121,7791AH,,0,3.556,Z,,12.075,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456117.45042,11.164,0.016,,V,ATE,,117,121,7791AH,,0,3.551,Z,,12.078,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456117.45268,11.156,0.014,,V,ATE,,117,121,7791AH,,0,3.548,Z,,12.069,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456117.77911,11.315,0.023,,V,HCW,,ENSEMBLE,138,8137IV,,0,3.107,Z,,13.662,,NOVA SCO 2012,,STD,,,,
2456118.05077,11.350,0.034,,V,PXR,,117,122,AAVSO 7694AD,,0,,Z,11.661,12.214,,NOVA SCO 2012,BAA-VSS,STD,,,,
2456118.05178,11.353,0.034,,V,PXR,,117,122,AAVSO 7694AD,,0,,Z,11.661,12.221,,NOVA SCO 2012,BAA-VSS,STD,,,,
2456118.44454,11.325,0.012,,V,ATE,,117,122,7791AH,,0,3.558,Z,,12.161,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456118.44688,11.333,0.003,,V,ATE,,117,122,7791AH,,0,3.553,Z,,12.184,,MOA 2012 BLG-320,AAVSO,STD,,,,
2456118.44913,11.328,0.015,,V,ATE,,117,122,7791AH,,0,3.549,Z,,12.170,,MOA 2012 BLG-320,AAVSO,STD,,,,
